UrunKodu;Kategori;UrunAciklamasi;UrunAciklamasiEn;BirimFiyat;MaliyetFiyati;EklenmeTarihi;FiyatTL;FiyatUSD;FiyatEUR
LT-A0020;Belli Değil;Tel Çubuklu Yassılık Eleği , metal çerçeve, çelik çubuklu 16 mm açıklığında;Grid Sieve  , 16 mm ;0,00;1302,80;2025-09-04 15:23:18.072;0,00;72,00;0,00
LT-A0021;Belli Değil;Tel Çubuklu Yassılık Eleği , metal çerçeve, çelik çubuklu 20 mm açıklığında ;Grid Sieve  , 20 mm  ;0,00;1296,05;2025-09-04 15:23:18.073;0,00;72,00;0,00
LT-A0022;Belli Değil;Tel Çubuklu Yassılık Eleği , metal çerçeve, çelik çubuklu 25 mm açıklığında ;Grid Sieve  , 25 mm  ;0,00;1292,00;2025-09-04 15:23:18.074;0,00;72,00;0,00
LT-A0023;Belli Değil;Tel Çubuklu Yassılık Eleği , metal çerçeve, çelik çubuklu 31,5 mm açıklığında;Grid Sieve  , 31,5 mm ;0,00;1270,50;2025-09-04 15:23:18.075;0,00;72,00;0,00
LT-A0024;Belli Değil;Tel Çubuklu Yassılık Eleği , metal çerçeve, çelik çubuklu 40 mm açıklığında;Grid Sieve  , 40 mm ;0,00;1265,10;2025-09-04 15:23:18.076;0,00;72,00;0,00
LT-A0025;Belli Değil;Tel Çubuklu Yassılık Eleği , metal çerçeve, çelik çubuklu 50 mm açıklığında;Grid Sieve  , 50 mm ;0,00;1265,10;2025-09-04 15:23:18.077;0,00;72,00;0,00
LT-A0005/S;Belli Değil;Yassılık Elek Seti, BS 812 standardında, dikdörtgen tepsi şekilli, 4,9x30, 7,2x40, 10,2x50 , 14,4x60, 19,7x70,  26,3x80, 33,9x100 mm. yarıklı ölçülerden oluşan 7 adet elek;Flakiness Sieve Set, 4,9x30, 7,2x40, 10,2x50 , 14,4x60, 19,7x70,  26,3x80, 33,9x100 mm;0,00;400,00;2025-09-04 15:23:18.078;0,00;357,00;0,00
LT-A0005;Belli Değil;Yassılık Eleği 4,9x30mm göz açıklığında;Flakiness Sieve 4,9x30mm ;0,00;55,00;2025-09-04 15:23:18.079;0,00;51,00;0,00
LT-A0006;Belli Değil;Yassılık Eleği 7,2x40mm göz açıklığında;Flakiness Sieve 7,2x40mm ;0,00;55,00;2025-09-04 15:23:18.080;0,00;51,00;0,00
LT-A0007;Belli Değil;Yassılık Eleği 10,2x50mm göz açıklığında;Flakiness Sieve 10,2x50mm ;0,00;55,00;2025-09-04 15:23:18.081;0,00;51,00;0,00
LT-A0008;Belli Değil;Yassılık Eleği 14,4x60mm göz açıklığında;Flakiness Sieve 14,4x60mm ;0,00;55,00;2025-09-04 15:23:18.082;0,00;51,00;0,00
LT-A0009;Belli Değil;Yassılık Eleği 19,7x70mm göz açıklığında;Flakiness Sieve 19,7x70mm ;0,00;55,00;2025-09-04 15:23:18.083;0,00;51,00;0,00
LT-A0010;Belli Değil;Yassılık Eleği 26,3x80mm göz açıklığında;Flakiness Sieve 26,3x80mm ;0,00;55,00;2025-09-04 15:23:18.084;0,00;51,00;0,00
LT-A0011;Belli Değil;Yassılık Eleği 33,9x100mm göz açıklığında;Flakiness Sieve 33,9x100mm ;0,00;55,00;2025-09-04 15:23:18.085;0,00;51,00;0,00
LT-G5007;Belli Değil;Yıkama Eleği, Ø200x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 6.3 mm göz açıklığı;Wet Washing Sieve, Ø200x100mm deep, stainless steel frame and mesh, woven cloth, 6.3 mm aperture;0,00;1184,40;2025-09-04 15:23:18.086;0,00;66,00;0,00
LT-G5008;Belli Değil;Yıkama Eleği, Ø200x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 4,75 mm (#4) göz açıklığı;Wet Washing Sieve, Ø200x100mm deep, stainless steel frame and mesh, woven cloth, 4,75 mm aperture;0,00;1184,40;2025-09-04 15:23:18.087;0,00;66,00;0,00
LT-G5009;Belli Değil;Yıkama Eleği, Ø200x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 2 mm (#10) göz açıklığı;Wet Washing Sieve, Ø200x100mm deep, stainless steel frame and mesh, woven cloth, 2 mm aperture;0,00;1184,40;2025-09-04 15:23:18.088;0,00;66,00;0,00
LT-G5010;Belli Değil;Yıkama Eleği, Ø200x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 425µm (#40) göz açıklığı;Wet Washing Sieve, Ø200x100mm deep, stainless steel frame and mesh, woven cloth, 425 µm mm aperture;0,00;1184,40;2025-09-04 15:23:18.089;0,00;66,00;0,00
LT-G5011;Belli Değil;Yıkama Eleği, Ø200x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 75µm (#200) göz açıklığı;Wet Washing Sieve, Ø200x100mm deep, stainless steel frame and mesh, woven cloth, 75µm (#200) aperture;0,00;1184,40;2025-09-04 15:23:18.090;0,00;66,00;0,00
LT-G5012;Belli Değil;Yıkama Eleği, Ø200x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 63µm (#230) göz açıklığı;Wet Washing Sieve, Ø200x100mm deep, stainless steel frame and mesh, woven cloth, 63µm (#230) aperture;0,00;1184,40;2025-09-04 15:23:18.091;0,00;66,00;0,00
LT-G6007;Belli Değil;Yıkama Eleği, Ø300x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 6.3 mm göz açıklığı;Wet Washing Sieve, Ø300x100mm deep, stainless steel frame and mesh, woven cloth, 6.3 mm aperture;0,00;1628,55;2025-09-04 15:23:18.092;0,00;81,00;0,00
LT-G6008;Belli Değil;Yıkama Eleği, Ø300x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 4,75 mm (#4) göz açıklığı;Wet Washing Sieve, Ø300x100mm deep, stainless steel frame and mesh, woven cloth, 4,75 mm aperture;0,00;1628,55;2025-09-04 15:23:18.093;0,00;81,00;0,00
LT-G6009;Belli Değil;Yıkama Eleği, Ø300x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 2 mm (#10) göz açıklığı;Wet Washing Sieve, Ø300x100mm deep, stainless steel frame and mesh, woven cloth, 2 mm aperture;0,00;1628,55;2025-09-04 15:23:18.094;0,00;81,00;0,00
LT-G6010;Belli Değil;Yıkama Eleği, Ø300x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 425µm (#40) göz açıklığı;Wet Washing Sieve, Ø300x100mm deep, stainless steel frame and mesh, woven cloth, 425 µm mm aperture;0,00;1628,55;2025-09-04 15:23:18.095;0,00;81,00;0,00
LT-G6011;Belli Değil;Yıkama Eleği, Ø300x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 75µm (#200) göz açıklığı;Wet Washing Sieve, Ø300x100mm deep, stainless steel frame and mesh, woven cloth, 75µm (#200) aperture;0,00;1628,55;2025-09-04 15:23:18.096;0,00;81,00;0,00
LT-G6012;Belli Değil;Yıkama Eleği, Ø300x100mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 63µm (#230) göz açıklığı;Wet Washing Sieve, Ø300x100mm deep, stainless steel frame and mesh, woven cloth, 63µm (#230) aperture;0,00;1628,55;2025-09-04 15:23:18.097;0,00;81,00;0,00
LT-G1001;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 125mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 125mm ;0,00;1036,35;2025-09-04 15:23:18.098;0,00;54,00;0,00
LT-G1002;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 100mm (4"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 100mm (4"") ";0,00;1036,35;2025-09-04 15:23:18.099;0,00;54,00;0,00
LT-G1003;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 90mm (3-½"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 90mm (3-½"") ";0,00;1036,35;2025-09-04 15:23:18.100;0,00;54,00;0,00
LT-G1004;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 80mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 80mm ;0,00;1036,35;2025-09-04 15:23:18.101;0,00;54,00;0,00
LT-G1005;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 75mm (3"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 75mm (3"") ";0,00;1036,35;2025-09-04 15:23:18.102;0,00;54,00;0,00
LT-G1006;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 63mm (2-½"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 63mm (2-½"") ";0,00;1036,35;2025-09-04 15:23:18.103;0,00;54,00;0,00
LT-G1007;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 56mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 56mm ;0,00;1036,35;2025-09-04 15:23:18.104;0,00;54,00;0,00
LT-G1008;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 53mm (2.12"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 53mm (2.12"") ";0,00;1036,35;2025-09-04 15:23:18.105;0,00;54,00;0,00
LT-G1009;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 50mm (2"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 50mm (2"") ";0,00;1036,35;2025-09-04 15:23:18.106;0,00;54,00;0,00
LT-G1010;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 45mm (1-¾"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 45mm (1-¾"") ";0,00;1036,35;2025-09-04 15:23:18.107;0,00;54,00;0,00
LT-G1011;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 40mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 40mm ;0,00;1036,35;2025-09-04 15:23:18.108;0,00;54,00;0,00
LT-G1012;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 37,5mm (1-½"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 37,5mm (1-½"") ";0,00;1036,35;2025-09-04 15:23:18.109;0,00;54,00;0,00
LT-G1013;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 31,5mm (1-¼"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 31,5mm (1-¼"") ";0,00;1036,35;2025-09-04 15:23:18.110;0,00;54,00;0,00
LT-G1014;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 26,5mm (1.06"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 26,5mm (1.06"") ";0,00;1036,35;2025-09-04 15:23:18.111;0,00;54,00;0,00
LT-G1015;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 25mm (1"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 25mm (1"") ";0,00;1036,35;2025-09-04 15:23:18.112;0,00;54,00;0,00
LT-G1016;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 22,4mm (7/8"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 22,4mm (7/8"") ";0,00;1036,35;2025-09-04 15:23:18.113;0,00;54,00;0,00
LT-G1017;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 20mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 20mm ;0,00;1036,35;2025-09-04 15:23:18.114;0,00;54,00;0,00
LT-G1018;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 19mm (¾"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 19mm (¾"") ";0,00;1036,35;2025-09-04 15:23:18.115;0,00;54,00;0,00
LT-G1019;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 16mm (5/8"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 16mm (5/8"") ";0,00;1036,35;2025-09-04 15:23:18.116;0,00;54,00;0,00
LT-G1020;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 13,2mm (.530"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 13,2mm (.530"") ";0,00;1036,35;2025-09-04 15:23:18.117;0,00;54,00;0,00
LT-G1021;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 12,5mm (½"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 12,5mm (½"") ";0,00;1036,35;2025-09-04 15:23:18.118;0,00;54,00;0,00
LT-G1022;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 11,2mm (7/16"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 11,2mm (7/16"") ";0,00;1036,35;2025-09-04 15:23:18.119;0,00;54,00;0,00
LT-G1023;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 10mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 10mm ;0,00;1036,35;2025-09-04 15:23:18.120;0,00;54,00;0,00
LT-G1024;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 9,5mm (3/8"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 9,5mm (3/8"") ";0,00;1036,35;2025-09-04 15:23:18.121;0,00;54,00;0,00
LT-G1025;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 8mm (5/16"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 8mm (5/16"") ";0,00;1036,35;2025-09-04 15:23:18.122;0,00;54,00;0,00
LT-G1026;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 6,7mm (.265"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 6,7mm (.265"") ";0,00;1036,35;2025-09-04 15:23:18.123;0,00;54,00;0,00
LT-G1027;Belli Değil;"Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 6,3mm (¼"") göz açıklığı";"Sieve, Ø200x50mm , stainless steel , 6,3mm (¼"") ";0,00;1036,35;2025-09-04 15:23:18.124;0,00;54,00;0,00
LT-G1028;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 5,6mm (#3-½) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 5,6mm (#3-½) ;0,00;1036,35;2025-09-04 15:23:18.125;0,00;54,00;0,00
LT-G1029;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 5mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 5mm ;0,00;1036,35;2025-09-04 15:23:18.126;0,00;54,00;0,00
LT-G1030;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 4,75mm (#4) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 4,75mm (#4) ;0,00;1036,35;2025-09-04 15:23:18.127;0,00;54,00;0,00
LT-G1031;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 4mm (#5) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 4mm (#5) ;0,00;1036,35;2025-09-04 15:23:18.128;0,00;54,00;0,00
LT-G1032;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 3,35mm (#6) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 3,35mm (#6) ;0,00;1036,35;2025-09-04 15:23:18.129;0,00;54,00;0,00
LT-G1033;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 3,15mm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 3,15mm  ;0,00;1036,35;2025-09-04 15:23:18.130;0,00;54,00;0,00
LT-G1034;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 2,8mm (#7) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 2,8mm (#7) ;0,00;1036,35;2025-09-04 15:23:18.131;0,00;54,00;0,00
LT-G1035;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 2,5mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 2,5mm ;0,00;1036,35;2025-09-04 15:23:18.132;0,00;54,00;0,00
LT-G1036;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 2,36mm (#8) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 2,36mm (#8) ;0,00;1036,35;2025-09-04 15:23:18.133;0,00;54,00;0,00
LT-G1037;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 2mm (#10) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 2mm (#10) ;0,00;1036,35;2025-09-04 15:23:18.134;0,00;54,00;0,00
LT-G1038;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 1,7mm (#12) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 1,7mm (#12) ;0,00;1036,35;2025-09-04 15:23:18.135;0,00;54,00;0,00
LT-G1039;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 1,6mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 1,6mm ;0,00;1036,35;2025-09-04 15:23:18.136;0,00;54,00;0,00
LT-G1040;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 1,4mm (#14) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 1,4mm (#14) ;0,00;1036,35;2025-09-04 15:23:18.137;0,00;54,00;0,00
LT-G1041;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 1,25mm göz açıklığı;Sieve, Ø200x50mm , stainless steel , 1,25mm ;0,00;1036,35;2025-09-04 15:23:18.138;0,00;54,00;0,00
LT-G1042;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 1,18mm (#16) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 1,18mm (#16) ;0,00;1036,35;2025-09-04 15:23:18.139;0,00;54,00;0,00
LT-G1043;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 1mm (#18) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 1mm (#18) ;0,00;1036,35;2025-09-04 15:23:18.140;0,00;54,00;0,00
LT-G1044;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 850µm (#20) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 850µm (#20) ;0,00;1036,35;2025-09-04 15:23:18.141;0,00;54,00;0,00
LT-G1045;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 800µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 800µm  ;0,00;1036,35;2025-09-04 15:23:18.142;0,00;54,00;0,00
LT-G1046;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 710µm (#25) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 710µm (#25) ;0,00;1036,35;2025-09-04 15:23:18.143;0,00;54,00;0,00
LT-G1047;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 630µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 630µm  ;0,00;1036,35;2025-09-04 15:23:18.144;0,00;54,00;0,00
LT-G1048;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 600µm (#30) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 600µm (#30) ;0,00;1036,35;2025-09-04 15:23:18.145;0,00;54,00;0,00
LT-G1049;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 500µm (#35) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 500µm (#35) ;0,00;1036,35;2025-09-04 15:23:18.146;0,00;54,00;0,00
LT-G1050;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 425µm (#40) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 425µm (#40) ;0,00;1036,35;2025-09-04 15:23:18.147;0,00;54,00;0,00
LT-G1051;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 400µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 400µm  ;0,00;1036,35;2025-09-04 15:23:18.148;0,00;54,00;0,00
LT-G1052;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 355µm (#45) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 355µm (#45) ;0,00;1036,35;2025-09-04 15:23:18.149;0,00;54,00;0,00
LT-G1053;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 315µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 315µm  ;0,00;1036,35;2025-09-04 15:23:18.150;0,00;54,00;0,00
LT-G1054;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 300µm (#50) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 300µm (#50) ;0,00;1036,35;2025-09-04 15:23:18.151;0,00;54,00;0,00
LT-G1055;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 250µm (#60) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 250µm (#60) ;0,00;1036,35;2025-09-04 15:23:18.152;0,00;54,00;0,00
LT-G1056;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 212µm (#70) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 212µm (#70) ;0,00;1036,35;2025-09-04 15:23:18.153;0,00;54,00;0,00
LT-G1057;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 200µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 200µm  ;0,00;1036,35;2025-09-04 15:23:18.154;0,00;54,00;0,00
LT-G1058;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 180µm (#80) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 180µm (#80) ;0,00;1036,35;2025-09-04 15:23:18.155;0,00;54,00;0,00
LT-G1059;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 160µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 160µm  ;0,00;1036,35;2025-09-04 15:23:18.156;0,00;54,00;0,00
LT-G1060;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 150µm (#100) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 150µm (#100) ;0,00;1036,35;2025-09-04 15:23:18.157;0,00;54,00;0,00
LT-G1061;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 125µm (#120) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 125µm (#120) ;0,00;1036,35;2025-09-04 15:23:18.158;0,00;54,00;0,00
LT-G1062;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 106µm (#140) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 106µm (#140) ;0,00;1036,35;2025-09-04 15:23:18.159;0,00;54,00;0,00
LT-G1063;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 100µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 100µm  ;0,00;1036,35;2025-09-04 15:23:18.160;0,00;54,00;0,00
LT-G1064;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 90µm (#170) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 90µm (#170) ;0,00;1036,35;2025-09-04 15:23:18.161;0,00;54,00;0,00
LT-G1065;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 80µm  göz açıklığı;Sieve, Ø200x50mm , stainless steel , 80µm  ;0,00;1036,35;2025-09-04 15:23:18.162;0,00;54,00;0,00
LT-G1066;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 75µm (#200) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 75µm (#200) ;0,00;1036,35;2025-09-04 15:23:18.163;0,00;54,00;0,00
LT-G1067;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 63µm (#230) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 63µm (#230) ;0,00;1036,35;2025-09-04 15:23:18.164;0,00;54,00;0,00
LT-G1068;Belli Değil;Elek, Ø200x50mm derinlik, paslanmaz çelik kasnak ve elek teli, örgü tel, 53µm (#270) göz açıklığı;Sieve, Ø200x50mm , stainless steel , 53µm (#270) ;0,00;1036,35;2025-09-04 15:23:18.165;0,00;54,00;0,00
